X	1 - ANGL    30[GEN 10      11.000]1 : NE	X	2 - ANGL    31[GEN 2       11.000]1 : NE	X	3 - ANGL    32[GEN 3       11.000]1 : NE	X	4 - ANGL    33[GEN 4       11.000]1 : NE	X	5 - ANGL    34[GEN 5       11.000]1 : NE	X	6 - ANGL    35[GEN 6       11.000]1 : NE	X	7 - ANGL    36[GEN7        11.000]1 : NE	X	8 - ANGL    37[GEN 8       11.000]1 : NE	X	9 - ANGL    38[GEN 9       11.000]1 : NE	X	10 - ANGL    39[GEN 1       230.00]1 : NE
0	-0.212290778756142	0	13.7226285934448	0	17.9392242431641	0	16.2558345794678	0	24.1559600830078	0	17.4812278747559	0	31.6701602935791	0	15.3107643127441	0	27.0892105102539	0	-7.95103597640991
0.00999999977648258	-0.212290853261948	0.00999999977648258	13.7226285934448	0.00999999977648258	17.9392242431641	0.00999999977648258	16.2558345794678	0.00999999977648258	24.1559600830078	0.00999999977648258	17.4812278747559	0.00999999977648258	31.6701602935791	0.00999999977648258	15.3107643127441	0.00999999977648258	27.0892105102539	0.00999999977648258	-7.95103597640991
0.0199999995529652	-0.212290927767754	0.0199999995529652	13.7226285934448	0.0199999995529652	17.9392242431641	0.0199999995529652	16.2558345794678	0.0199999995529652	24.1559600830078	0.0199999995529652	17.4812278747559	0.0199999995529652	31.6701602935791	0.0199999995529652	15.3107643127441	0.0199999995529652	27.0892105102539	0.0199999995529652	-7.95103597640991
0.0299999993294477	-0.212291017174721	0.0299999993294477	13.7226285934448	0.0299999993294477	17.9392242431641	0.0299999993294477	16.2558345794678	0.0299999993294477	24.1559600830078	0.0299999993294477	17.4812278747559	0.0299999993294477	31.6701602935791	0.0299999993294477	15.3107643127441	0.0299999993294477	27.0892105102539	0.0299999993294477	-7.95103597640991
0.0399999991059303	-0.21229113638401	0.0399999991059303	13.7226285934448	0.0399999991059303	17.9392242431641	0.0399999991059303	16.2558345794678	0.0399999991059303	24.1559600830078	0.0399999991059303	17.4812278747559	0.0399999991059303	31.6701602935791	0.0399999991059303	15.3107643127441	0.0399999991059303	27.0892105102539	0.0399999991059303	-7.95103597640991
0.0499999970197678	-0.212291270494461	0.0499999970197678	13.7226285934448	0.0499999970197678	17.9392242431641	0.0499999970197678	16.2558345794678	0.0499999970197678	24.1559600830078	0.0499999970197678	17.4812278747559	0.0499999970197678	31.6701602935791	0.0499999970197678	15.3107643127441	0.0499999970197678	27.0892105102539	0.0499999970197678	-7.95103597640991
0.0599999949336052	-0.212291404604912	0.0599999949336052	13.7226285934448	0.0599999949336052	17.9392242431641	0.0599999949336052	16.2558345794678	0.0599999949336052	24.1559600830078	0.0599999949336052	17.4812278747559	0.0599999949336052	31.6701602935791	0.0599999949336052	15.3107643127441	0.0599999949336052	27.0892105102539	0.0599999949336052	-7.95103597640991
0.0699999928474426	-0.212291538715363	0.0699999928474426	13.7226285934448	0.0699999928474426	17.9392242431641	0.0699999928474426	16.2558345794678	0.0699999928474426	24.1559600830078	0.0699999928474426	17.4812278747559	0.0699999928474426	31.6701602935791	0.0699999928474426	15.3107643127441	0.0699999928474426	27.0892105102539	0.0699999928474426	-7.95103597640991
0.0799999907612801	-0.212291717529297	0.0799999907612801	13.7226285934448	0.0799999907612801	17.9392242431641	0.0799999907612801	16.2558345794678	0.0799999907612801	24.1559600830078	0.0799999907612801	17.4812278747559	0.0799999907612801	31.6701602935791	0.0799999907612801	15.3107643127441	0.0799999907612801	27.0892105102539	0.0799999907612801	-7.95103597640991
0.0899999886751175	-0.21229188144207	0.0899999886751175	13.7226285934448	0.0899999886751175	17.9392242431641	0.0899999886751175	16.2558345794678	0.0899999886751175	24.1559600830078	0.0899999886751175	17.4812278747559	0.0899999886751175	31.6701602935791	0.0899999886751175	15.3107643127441	0.0899999886751175	27.0892105102539	0.0899999886751175	-7.95103597640991
0.0999999865889549	-0.212292030453682	0.0999999865889549	13.7226285934448	0.0999999865889549	17.9392242431641	0.0999999865889549	16.2558345794678	0.0999999865889549	24.1559600830078	0.0999999865889549	17.4812278747559	0.0999999865889549	31.6701602935791	0.0999999865889549	15.3107643127441	0.0999999865889549	27.0892105102539	0.0999999865889549	-7.95103597640991
0.109999984502792	-0.212292194366455	0.109999984502792	13.7226285934448	0.109999984502792	17.9392242431641	0.109999984502792	16.2558345794678	0.109999984502792	24.1559600830078	0.109999984502792	17.4812278747559	0.109999984502792	31.6701602935791	0.109999984502792	15.3107643127441	0.109999984502792	27.0892105102539	0.109999984502792	-7.95103597640991
0.11999998241663	-0.212292358279228	0.11999998241663	13.7226285934448	0.11999998241663	17.9392242431641	0.11999998241663	16.2558345794678	0.11999998241663	24.1559600830078	0.11999998241663	17.4812278747559	0.11999998241663	31.6701602935791	0.11999998241663	15.3107643127441	0.11999998241663	27.0892105102539	0.11999998241663	-7.95103597640991
0.129999980330467	-0.212292522192001	0.129999980330467	13.7226285934448	0.129999980330467	17.9392242431641	0.129999980330467	16.2558345794678	0.129999980330467	24.1559600830078	0.129999980330467	17.4812278747559	0.129999980330467	31.6701602935791	0.129999980330467	15.3107643127441	0.129999980330467	27.0892105102539	0.129999980330467	-7.95103597640991
0.139999985694885	-0.212292686104774	0.139999985694885	13.7226285934448	0.139999985694885	17.9392242431641	0.139999985694885	16.2558345794678	0.139999985694885	24.1559600830078	0.139999985694885	17.4812278747559	0.139999985694885	31.6701602935791	0.139999985694885	15.3107643127441	0.139999985694885	27.0892105102539	0.139999985694885	-7.95103597640991
0.149999991059303	-0.212292864918709	0.149999991059303	13.7226285934448	0.149999991059303	17.9392242431641	0.149999991059303	16.2558345794678	0.149999991059303	24.1559600830078	0.149999991059303	17.4812278747559	0.149999991059303	31.6701602935791	0.149999991059303	15.3107643127441	0.149999991059303	27.0892105102539	0.149999991059303	-7.95103597640991
0.159999996423721	-0.212293043732643	0.159999996423721	13.7226285934448	0.159999996423721	17.9392242431641	0.159999996423721	16.2558345794678	0.159999996423721	24.1559600830078	0.159999996423721	17.4812278747559	0.159999996423721	31.6701602935791	0.159999996423721	15.3107643127441	0.159999996423721	27.0892086029053	0.159999996423721	-7.95103597640991
0.170000001788139	-0.212293192744255	0.170000001788139	13.7226285934448	0.170000001788139	17.9392242431641	0.170000001788139	16.2558345794678	0.170000001788139	24.1559600830078	0.170000001788139	17.4812278747559	0.170000001788139	31.6701602935791	0.170000001788139	15.3107643127441	0.170000001788139	27.0892066955566	0.170000001788139	-7.95103597640991
0.180000007152557	-0.212293356657028	0.180000007152557	13.7226285934448	0.180000007152557	17.9392242431641	0.180000007152557	16.2558345794678	0.180000007152557	24.1559600830078	0.180000007152557	17.4812278747559	0.180000007152557	31.6701602935791	0.180000007152557	15.3107643127441	0.180000007152557	27.089204788208	0.180000007152557	-7.95103597640991
0.190000012516975	-0.212293520569801	0.190000012516975	13.7226285934448	0.190000012516975	17.9392242431641	0.190000012516975	16.2558345794678	0.190000012516975	24.1559600830078	0.190000012516975	17.4812278747559	0.190000012516975	31.6701602935791	0.190000012516975	15.3107643127441	0.190000012516975	27.0892028808594	0.190000012516975	-7.95103597640991
0.200000017881393	-0.212293684482574	0.200000017881393	13.7226285934448	0.200000017881393	17.9392242431641	0.200000017881393	16.2558345794678	0.200000017881393	24.1559600830078	0.200000017881393	17.4812278747559	0.200000017881393	31.6701602935791	0.200000017881393	15.3107643127441	0.200000017881393	27.0892028808594	0.200000017881393	-7.95103597640991
0.210000023245811	-0.212293818593025	0.210000023245811	13.7226285934448	0.210000023245811	17.9392242431641	0.210000023245811	16.2558345794678	0.210000023245811	24.1559600830078	0.210000023245811	17.4812278747559	0.210000023245811	31.6701602935791	0.210000023245811	15.3107643127441	0.210000023245811	27.0892009735107	0.210000023245811	-7.95103597640991
0.22000002861023	-0.212293967604637	0.22000002861023	13.7226285934448	0.22000002861023	17.9392242431641	0.22000002861023	16.2558345794678	0.22000002861023	24.1559600830078	0.22000002861023	17.4812278747559	0.22000002861023	31.6701602935791	0.22000002861023	15.3107643127441	0.22000002861023	27.0891990661621	0.22000002861023	-7.95103597640991
0.230000033974648	-0.212294101715088	0.230000033974648	13.7226285934448	0.230000033974648	17.9392242431641	0.230000033974648	16.2558345794678	0.230000033974648	24.1559600830078	0.230000033974648	17.4812278747559	0.230000033974648	31.6701602935791	0.230000033974648	15.3107643127441	0.230000033974648	27.0891971588135	0.230000033974648	-7.95103597640991
0.240000039339066	-0.212294265627861	0.240000039339066	13.7226285934448	0.240000039339066	17.9392242431641	0.240000039339066	16.2558345794678	0.240000039339066	24.1559600830078	0.240000039339066	17.4812278747559	0.240000039339066	31.6701602935791	0.240000039339066	15.3107643127441	0.240000039339066	27.0891952514648	0.240000039339066	-7.95103597640991
0.250000029802322	-0.212294414639473	0.250000029802322	13.7226285934448	0.250000029802322	17.9392242431641	0.250000029802322	16.2558345794678	0.250000029802322	24.1559600830078	0.250000029802322	17.4812278747559	0.250000029802322	31.6701602935791	0.250000029802322	15.3107643127441	0.250000029802322	27.0891952514648	0.250000029802322	-7.95103597640991
0.260000020265579	-0.212294563651085	0.260000020265579	13.7226285934448	0.260000020265579	17.9392242431641	0.260000020265579	16.2558345794678	0.260000020265579	24.1559600830078	0.260000020265579	17.4812278747559	0.260000020265579	31.6701602935791	0.260000020265579	15.3107643127441	0.260000020265579	27.0891952514648	0.260000020265579	-7.95103597640991
0.270000010728836	-0.212294697761536	0.270000010728836	13.7226285934448	0.270000010728836	17.9392242431641	0.270000010728836	16.2558345794678	0.270000010728836	24.1559600830078	0.270000010728836	17.4812278747559	0.270000010728836	31.6701602935791	0.270000010728836	15.3107643127441	0.270000010728836	27.0891952514648	0.270000010728836	-7.95103597640991
0.280000001192093	-0.212294831871986	0.280000001192093	13.7226285934448	0.280000001192093	17.9392242431641	0.280000001192093	16.2558345794678	0.280000001192093	24.1559600830078	0.280000001192093	17.4812278747559	0.280000001192093	31.6701602935791	0.280000001192093	15.3107643127441	0.280000001192093	27.0891952514648	0.280000001192093	-7.95103597640991
0.28999999165535	-0.212294965982437	0.28999999165535	13.7226276397705	0.28999999165535	17.9392242431641	0.28999999165535	16.2558345794678	0.28999999165535	24.1559600830078	0.28999999165535	17.4812278747559	0.28999999165535	31.6701602935791	0.28999999165535	15.3107643127441	0.28999999165535	27.0891952514648	0.28999999165535	-7.95103597640991
0.299999982118607	-0.212295100092888	0.299999982118607	13.7226266860962	0.299999982118607	17.9392242431641	0.299999982118607	16.2558345794678	0.299999982118607	24.1559600830078	0.299999982118607	17.4812278747559	0.299999982118607	31.6701602935791	0.299999982118607	15.3107643127441	0.299999982118607	27.0891952514648	0.299999982118607	-7.95103597640991
0.309999972581863	-0.212295219302177	0.309999972581863	13.7226257324219	0.309999972581863	17.9392242431641	0.309999972581863	16.2558345794678	0.309999972581863	24.1559600830078	0.309999972581863	17.4812278747559	0.309999972581863	31.6701602935791	0.309999972581863	15.3107643127441	0.309999972581863	27.0891952514648	0.309999972581863	-7.95103597640991
0.31999996304512	-0.212295338511467	0.31999996304512	13.7226247787476	0.31999996304512	17.9392242431641	0.31999996304512	16.2558345794678	0.31999996304512	24.1559600830078	0.31999996304512	17.4812278747559	0.31999996304512	31.6701602935791	0.31999996304512	15.3107643127441	0.31999996304512	27.0891952514648	0.31999996304512	-7.95103597640991
0.329999953508377	-0.212295457720757	0.329999953508377	13.7226238250732	0.329999953508377	17.9392242431641	0.329999953508377	16.2558345794678	0.329999953508377	24.1559600830078	0.329999953508377	17.4812278747559	0.329999953508377	31.6701602935791	0.329999953508377	15.3107643127441	0.329999953508377	27.0891952514648	0.329999953508377	-7.95103597640991
0.339999943971634	-0.212295562028885	0.339999943971634	13.7226228713989	0.339999943971634	17.9392242431641	0.339999943971634	16.2558345794678	0.339999943971634	24.1559600830078	0.339999943971634	17.4812278747559	0.339999943971634	31.6701602935791	0.339999943971634	15.3107643127441	0.339999943971634	27.0891952514648	0.339999943971634	-7.95103597640991
0.349999934434891	-0.212295651435852	0.349999934434891	13.7226228713989	0.349999934434891	17.9392242431641	0.349999934434891	16.2558345794678	0.349999934434891	24.1559600830078	0.349999934434891	17.4812278747559	0.349999934434891	31.6701602935791	0.349999934434891	15.3107643127441	0.349999934434891	27.0891952514648	0.349999934434891	-7.95103597640991
0.359999924898148	-0.212295740842819	0.359999924898148	13.7226228713989	0.359999924898148	17.9392242431641	0.359999924898148	16.2558345794678	0.359999924898148	24.1559600830078	0.359999924898148	17.4812278747559	0.359999924898148	31.6701602935791	0.359999924898148	15.3107643127441	0.359999924898148	27.0891952514648	0.359999924898148	-7.95103597640991
0.369999915361404	-0.212295815348625	0.369999915361404	13.7226228713989	0.369999915361404	17.9392242431641	0.369999915361404	16.2558345794678	0.369999915361404	24.1559600830078	0.369999915361404	17.4812278747559	0.369999915361404	31.6701602935791	0.369999915361404	15.3107643127441	0.369999915361404	27.0891952514648	0.369999915361404	-7.95103597640991
0.379999905824661	-0.21229587495327	0.379999905824661	13.7226228713989	0.379999905824661	17.9392242431641	0.379999905824661	16.2558345794678	0.379999905824661	24.1559600830078	0.379999905824661	17.4812278747559	0.379999905824661	31.6701602935791	0.379999905824661	15.3107643127441	0.379999905824661	27.0891952514648	0.379999905824661	-7.95103597640991
0.389999896287918	-0.212295934557915	0.389999896287918	13.7226228713989	0.389999896287918	17.9392242431641	0.389999896287918	16.2558345794678	0.389999896287918	24.1559600830078	0.389999896287918	17.4812278747559	0.389999896287918	31.6701602935791	0.389999896287918	15.3107643127441	0.389999896287918	27.0891952514648	0.389999896287918	-7.95103597640991
0.399999886751175	-0.212295979261398	0.399999886751175	13.7226228713989	0.399999886751175	17.9392242431641	0.399999886751175	16.2558345794678	0.399999886751175	24.1559600830078	0.399999886751175	17.4812278747559	0.399999886751175	31.6701602935791	0.399999886751175	15.3107643127441	0.399999886751175	27.0891952514648	0.399999886751175	-7.95103597640991
0.409999877214432	-0.21229599416256	0.409999877214432	13.7226228713989	0.409999877214432	17.9392242431641	0.409999877214432	16.2558345794678	0.409999877214432	24.1559600830078	0.409999877214432	17.4812278747559	0.409999877214432	31.6701602935791	0.409999877214432	15.3107643127441	0.409999877214432	27.0891952514648	0.409999877214432	-7.95103597640991
0.419999867677689	-0.212296023964882	0.419999867677689	13.7226228713989	0.419999867677689	17.9392242431641	0.419999867677689	16.2558345794678	0.419999867677689	24.1559600830078	0.419999867677689	17.4812278747559	0.419999867677689	31.6701602935791	0.419999867677689	15.3107643127441	0.419999867677689	27.0891952514648	0.419999867677689	-7.95103597640991
0.429999858140945	-0.212296038866043	0.429999858140945	13.7226228713989	0.429999858140945	17.9392242431641	0.429999858140945	16.2558345794678	0.429999858140945	24.1559600830078	0.429999858140945	17.4812278747559	0.429999858140945	31.6701602935791	0.429999858140945	15.3107643127441	0.429999858140945	27.0891952514648	0.429999858140945	-7.95103597640991
