X	1 - ANGL    30[GEN 10      11.000]1 : NE	X	2 - ANGL    31[GEN 2       11.000]1 : NE	X	3 - ANGL    32[GEN 3       11.000]1 : NE	X	4 - ANGL    33[GEN 4       11.000]1 : NE	X	5 - ANGL    34[GEN 5       11.000]1 : NE	X	6 - ANGL    35[GEN 6       11.000]1 : NE	X	7 - ANGL    36[GEN7        11.000]1 : NE	X	8 - ANGL    37[GEN 8       11.000]1 : NE	X	9 - ANGL    38[GEN 9       11.000]1 : NE	X	10 - ANGL    39[GEN 1       230.00]1 : NE	X	11 - POWR    30[GEN 10      11.000]1 : NE	X	12 - POWR    31[GEN 2       11.000]1 : NE	X	13 - POWR    32[GEN 3       11.000]1 : NE	X	14 - POWR    33[GEN 4       11.000]1 : NE	X	15 - POWR    34[GEN 5       11.000]1 : NE	X	16 - POWR    35[GEN 6       11.000]1 : NE	X	17 - POWR    36[GEN7        11.000]1 : NE	X	18 - POWR    37[GEN 8       11.000]1 : NE	X	19 - POWR    38[GEN 9       11.000]1 : NE	X	20 - POWR    39[GEN 1       230.00]1 : NE	X	21 - VARS    30[GEN 10      11.000]1 : NE	X	22 - VARS    31[GEN 2       11.000]1 : NE	X	23 - VARS    32[GEN 3       11.000]1 : NE	X	24 - VARS    33[GEN 4       11.000]1 : NE	X	25 - VARS    34[GEN 5       11.000]1 : NE	X	26 - VARS    35[GEN 6       11.000]1 : NE	X	27 - VARS    36[GEN7        11.000]1 : NE	X	28 - VARS    37[GEN 8       11.000]1 : NE	X	29 - VARS    38[GEN 9       11.000]1 : NE	X	30 - VARS    39[GEN 1       230.00]1 : NE	X	31 - SPD     30[GEN 10      11.000]1 : NE	X	32 - SPD     31[GEN 2       11.000]1 : NE	X	33 - SPD     32[GEN 3       11.000]1 : NE	X	34 - SPD     33[GEN 4       11.000]1 : NE	X	35 - SPD     34[GEN 5       11.000]1 : NE	X	36 - SPD     35[GEN 6       11.000]1 : NE	X	37 - SPD     36[GEN7        11.000]1 : NE	X	38 - SPD     37[GEN 8       11.000]1 : NE	X	39 - SPD     38[GEN 9       11.000]1 : NE	X	40 - SPD     39[GEN 1       230.00]1 : NE
0	-0.212290778756142	0	13.7226285934448	0	17.9392242431641	0	16.2558345794678	0	24.1559600830078	0	17.4812278747559	0	31.6701602935791	0	15.3107643127441	0	27.0892105102539	0	-7.95103597640991	0	2.50000929832458	0	5.21640777587891	0	6.49999952316284	0	6.32000541687012	0	5.07999801635742	0	6.50001430511475	0	7.61974906921387	0	5.40000009536743	0	8.2999963760376	0	10.0000162124634	0	1.57511532306671	0	2.07543063163757	0	2.17586064338684	0	1.34684717655182	0	1.77237010002136	0	3.34161400794983	0	0.0103113651275635	0	0.0841574221849442	0	0.313920140266418	0	0.955466866493225	0	-2.8383162486989E-10	0	-1.96714991518299E-10	0	1.66493430153736E-10	0	0	0	0	0	0	0	2.25775176332377E-10	0	0	0	-6.9106831368515E-10	0	0
0.00999999977648258	-0.212290853261948	0.00999999977648258	13.7226285934448	0.00999999977648258	17.9392242431641	0.00999999977648258	16.2558345794678	0.00999999977648258	24.1559600830078	0.00999999977648258	17.4812278747559	0.00999999977648258	31.6701602935791	0.00999999977648258	15.3107643127441	0.00999999977648258	27.0892105102539	0.00999999977648258	-7.95103597640991	0.00999999977648258	2.50000929832458	0.00999999977648258	5.21640777587891	0.00999999977648258	6.49999952316284	0.00999999977648258	6.32000541687012	0.00999999977648258	5.07999801635742	0.00999999977648258	6.50001430511475	0.00999999977648258	7.61974906921387	0.00999999977648258	5.40000009536743	0.00999999977648258	8.2999963760376	0.00999999977648258	10.0000162124634	0.00999999977648258	1.57511532306671	0.00999999977648258	2.07543063163757	0.00999999977648258	2.17586064338684	0.00999999977648258	1.34684717655182	0.00999999977648258	1.77237010002136	0.00999999977648258	3.34161400794983	0.00999999977648258	0.0103113651275635	0.00999999977648258	0.0841574221849442	0.00999999977648258	0.313920140266418	0.00999999977648258	0.955466866493225	0.00999999977648258	-3.97364308124537E-10	0.00999999977648258	-2.75400979798945E-10	0.00999999977648258	2.33090824419691E-10	0.00999999977648258	0	0.00999999977648258	0	0.00999999977648258	0	0.00999999977648258	3.16085269069788E-10	0.00999999977648258	0	0.00999999977648258	-9.6749563915921E-10	0.00999999977648258	0
0.0199999995529652	-0.212290927767754	0.0199999995529652	13.7226285934448	0.0199999995529652	17.9392242431641	0.0199999995529652	16.2558345794678	0.0199999995529652	24.1559600830078	0.0199999995529652	17.4812278747559	0.0199999995529652	31.6701602935791	0.0199999995529652	15.3107643127441	0.0199999995529652	27.0892105102539	0.0199999995529652	-7.95103597640991	0.0199999995529652	2.50000905990601	0.0199999995529652	5.21640777587891	0.0199999995529652	6.49999952316284	0.0199999995529652	6.32000541687012	0.0199999995529652	5.07999801635742	0.0199999995529652	6.50001430511475	0.0199999995529652	7.61974906921387	0.0199999995529652	5.40000009536743	0.0199999995529652	8.2999963760376	0.0199999995529652	10.0000162124634	0.0199999995529652	1.57511532306671	0.0199999995529652	2.07543063163757	0.0199999995529652	2.17586064338684	0.0199999995529652	1.34684705734253	0.0199999995529652	1.77237010002136	0.0199999995529652	3.34161400794983	0.0199999995529652	0.0103113651275635	0.0199999995529652	0.0841574221849442	0.0199999995529652	0.313920140266418	0.0199999995529652	0.955466866493225	0.0199999995529652	-5.10896935868033E-10	0.0199999995529652	-3.5408698195738E-10	0.0199999995529652	2.9968819093007E-10	0.0199999995529652	0	0.0199999995529652	0	0.0199999995529652	0	0.0199999995529652	4.06395334051624E-10	0.0199999995529652	0	0.0199999995529652	-1.24392296463327E-9	0.0199999995529652	0
0.0299999993294477	-0.212291017174721	0.0299999993294477	13.7226285934448	0.0299999993294477	17.9392242431641	0.0299999993294477	16.2558345794678	0.0299999993294477	24.1559600830078	0.0299999993294477	17.4812278747559	0.0299999993294477	31.6701602935791	0.0299999993294477	15.3107643127441	0.0299999993294477	27.0892105102539	0.0299999993294477	-7.95103597640991	0.0299999993294477	2.50000905990601	0.0299999993294477	5.21640777587891	0.0299999993294477	6.49999952316284	0.0299999993294477	6.32000541687012	0.0299999993294477	5.07999801635742	0.0299999993294477	6.50001430511475	0.0299999993294477	7.61974906921387	0.0299999993294477	5.40000009536743	0.0299999993294477	8.2999963760376	0.0299999993294477	10.0000162124634	0.0299999993294477	1.57511532306671	0.0299999993294477	2.07543063163757	0.0299999993294477	2.17586064338684	0.0299999993294477	1.34684705734253	0.0299999993294477	1.77237010002136	0.0299999993294477	3.34161400794983	0.0299999993294477	0.0103113651275635	0.0299999993294477	0.0841574221849442	0.0299999993294477	0.313920140266418	0.0299999993294477	0.955466866493225	0.0299999993294477	-5.81854842085505E-10	0.0299999993294477	-4.32772984115815E-10	0.0299999993294477	3.66285557440449E-10	0.0299999993294477	0	0.0299999993294477	0	0.0299999993294477	0	0.0299999993294477	4.96705399033459E-10	0.0299999993294477	0	0.0299999993294477	-1.52035029010733E-9	0.0299999993294477	0
0.0399999991059303	-0.21229113638401	0.0399999991059303	13.7226285934448	0.0399999991059303	17.9392242431641	0.0399999991059303	16.2558345794678	0.0399999991059303	24.1559600830078	0.0399999991059303	17.4812278747559	0.0399999991059303	31.6701602935791	0.0399999991059303	15.3107643127441	0.0399999991059303	27.0892105102539	0.0399999991059303	-7.95103597640991	0.0399999991059303	2.50000905990601	0.0399999991059303	5.21640777587891	0.0399999991059303	6.49999952316284	0.0399999991059303	6.32000541687012	0.0399999991059303	5.07999801635742	0.0399999991059303	6.50001430511475	0.0399999991059303	7.61974906921387	0.0399999991059303	5.40000009536743	0.0399999991059303	8.2999963760376	0.0399999991059303	10.0000162124634	0.0399999991059303	1.57511532306671	0.0399999991059303	2.07543063163757	0.0399999991059303	2.17586064338684	0.0399999991059303	1.34684705734253	0.0399999991059303	1.77237010002136	0.0399999991059303	3.34161400794983	0.0399999991059303	0.0103113651275635	0.0399999991059303	0.0841574221849442	0.0399999991059303	0.313920140266418	0.0399999991059303	0.955466866493225	0.0399999991059303	-6.67004340648702E-10	0.0399999991059303	-5.11458930763098E-10	0.0399999991059303	4.32882923950828E-10	0.0399999991059303	0	0.0399999991059303	0	0.0399999991059303	0	0.0399999991059303	5.8701549177087E-10	0.0399999991059303	0	0.0399999991059303	-1.79677761558139E-9	0.0399999991059303	0
0.0499999970197678	-0.212291270494461	0.0499999970197678	13.7226285934448	0.0499999970197678	17.9392242431641	0.0499999970197678	16.2558345794678	0.0499999970197678	24.1559600830078	0.0499999970197678	17.4812278747559	0.0499999970197678	31.6701602935791	0.0499999970197678	15.3107643127441	0.0499999970197678	27.0892105102539	0.0499999970197678	-7.95103597640991	0.0499999970197678	2.50000858306885	0.0499999970197678	5.21640777587891	0.0499999970197678	6.49999952316284	0.0499999970197678	6.32000541687012	0.0499999970197678	5.07999801635742	0.0499999970197678	6.50001430511475	0.0499999970197678	7.61974906921387	0.0499999970197678	5.40000009536743	0.0499999970197678	8.2999963760376	0.0499999970197678	10.0000162124634	0.0499999970197678	1.57511532306671	0.0499999970197678	2.07543063163757	0.0499999970197678	2.17586064338684	0.0499999970197678	1.34684705734253	0.0499999970197678	1.77237010002136	0.0499999970197678	3.34161400794983	0.0499999970197678	0.0103113651275635	0.0499999970197678	0.084157407283783	0.0499999970197678	0.313920140266418	0.0499999970197678	0.955466866493225	0.0499999970197678	-7.521538392119E-10	0.0499999970197678	-5.90144932921532E-10	0.0499999970197678	4.99480290461207E-10	0.0499999970197678	0	0.0499999970197678	0	0.0499999970197678	0	0.0499999970197678	6.77325584508281E-10	0.0499999970197678	0	0.0499999970197678	-2.07320494105545E-9	0.0499999970197678	0
0.0599999949336052	-0.212291404604912	0.0599999949336052	13.7226285934448	0.0599999949336052	17.9392242431641	0.0599999949336052	16.2558345794678	0.0599999949336052	24.1559600830078	0.0599999949336052	17.4812278747559	0.0599999949336052	31.6701602935791	0.0599999949336052	15.3107643127441	0.0599999949336052	27.0892105102539	0.0599999949336052	-7.95103597640991	0.0599999949336052	2.50000905990601	0.0599999949336052	5.21640777587891	0.0599999949336052	6.49999952316284	0.0599999949336052	6.32000541687012	0.0599999949336052	5.07999801635742	0.0599999949336052	6.50001430511475	0.0599999949336052	7.61974906921387	0.0599999949336052	5.40000009536743	0.0599999949336052	8.2999963760376	0.0599999949336052	10.0000162124634	0.0599999949336052	1.57511532306671	0.0599999949336052	2.07543063163757	0.0599999949336052	2.17586064338684	0.0599999949336052	1.34684705734253	0.0599999949336052	1.77237010002136	0.0599999949336052	3.34161400794983	0.0599999949336052	0.0103113651275635	0.0599999949336052	0.084157407283783	0.0599999949336052	0.313920140266418	0.0599999949336052	0.955466866493225	0.0599999949336052	-7.52153894723051E-10	0.0599999949336052	-6.68830935079967E-10	0.0599999949336052	5.66077684727162E-10	0.0599999949336052	0	0.0599999949336052	0	0.0599999949336052	0	0.0599999949336052	7.67635677245693E-10	0.0599999949336052	0	0.0599999949336052	-2.34963226652951E-9	0.0599999949336052	0
0.0699999928474426	-0.212291538715363	0.0699999928474426	13.7226285934448	0.0699999928474426	17.9392242431641	0.0699999928474426	16.2558345794678	0.0699999928474426	24.1559600830078	0.0699999928474426	17.4812278747559	0.0699999928474426	31.6701602935791	0.0699999928474426	15.3107643127441	0.0699999928474426	27.0892105102539	0.0699999928474426	-7.95103597640991	0.0699999928474426	2.50000858306885	0.0699999928474426	5.21640777587891	0.0699999928474426	6.49999952316284	0.0699999928474426	6.32000541687012	0.0699999928474426	5.07999801635742	0.0699999928474426	6.50001430511475	0.0699999928474426	7.61974906921387	0.0699999928474426	5.40000009536743	0.0699999928474426	8.2999963760376	0.0699999928474426	10.0000162124634	0.0699999928474426	1.57511532306671	0.0699999928474426	2.07543063163757	0.0699999928474426	2.17586064338684	0.0699999928474426	1.34684705734253	0.0699999928474426	1.77237010002136	0.0699999928474426	3.34161400794983	0.0699999928474426	0.0103113651275635	0.0699999928474426	0.084157407283783	0.0699999928474426	0.313920140266418	0.0699999928474426	0.955466866493225	0.0699999928474426	-8.65686522466547E-10	0.0699999928474426	-7.47516937238402E-10	0.0699999928474426	6.32675078993117E-10	0.0699999928474426	0	0.0699999928474426	0	0.0699999928474426	0	0.0699999928474426	8.57945769983104E-10	0.0699999928474426	0	0.0699999928474426	-2.62605959200357E-9	0.0699999928474426	0
0.0799999907612801	-0.212291717529297	0.0799999907612801	13.7226285934448	0.0799999907612801	17.9392242431641	0.0799999907612801	16.2558345794678	0.0799999907612801	24.1559600830078	0.0799999907612801	17.4812278747559	0.0799999907612801	31.6701602935791	0.0799999907612801	15.3107643127441	0.0799999907612801	27.0892105102539	0.0799999907612801	-7.95103597640991	0.0799999907612801	2.50000858306885	0.0799999907612801	5.21640777587891	0.0799999907612801	6.49999952316284	0.0799999907612801	6.32000541687012	0.0799999907612801	5.07999801635742	0.0799999907612801	6.50001430511475	0.0799999907612801	7.61974906921387	0.0799999907612801	5.40000009536743	0.0799999907612801	8.2999963760376	0.0799999907612801	10.0000162124634	0.0799999907612801	1.57511532306671	0.0799999907612801	2.07543063163757	0.0799999907612801	2.17586064338684	0.0799999907612801	1.34684705734253	0.0799999907612801	1.77237010002136	0.0799999907612801	3.34161400794983	0.0799999907612801	0.0103113651275635	0.0799999907612801	0.084157407283783	0.0799999907612801	0.313920140266418	0.0799999907612801	0.955466866493225	0.0799999907612801	-8.65686577977698E-10	0.0799999907612801	-8.26202939396836E-10	0.0799999907612801	6.99272473259072E-10	0.0799999907612801	0	0.0799999907612801	0	0.0799999907612801	0	0.0799999907612801	9.48255807209364E-10	0.0799999907612801	0	0.0799999907612801	-2.90248691747763E-9	0.0799999907612801	0
0.0899999886751175	-0.21229188144207	0.0899999886751175	13.7226285934448	0.0899999886751175	17.9392242431641	0.0899999886751175	16.2558345794678	0.0899999886751175	24.1559600830078	0.0899999886751175	17.4812278747559	0.0899999886751175	31.6701602935791	0.0899999886751175	15.3107643127441	0.0899999886751175	27.0892105102539	0.0899999886751175	-7.95103597640991	0.0899999886751175	2.50000834465027	0.0899999886751175	5.21640777587891	0.0899999886751175	6.49999952316284	0.0899999886751175	6.32000541687012	0.0899999886751175	5.07999801635742	0.0899999886751175	6.50001430511475	0.0899999886751175	7.61974906921387	0.0899999886751175	5.40000009536743	0.0899999886751175	8.2999963760376	0.0899999886751175	10.0000162124634	0.0899999886751175	1.57511532306671	0.0899999886751175	2.07543063163757	0.0899999886751175	2.17586064338684	0.0899999886751175	1.34684705734253	0.0899999886751175	1.77237010002136	0.0899999886751175	3.34161400794983	0.0899999886751175	0.0103113651275635	0.0899999886751175	0.084157407283783	0.0899999886751175	0.313920140266418	0.0899999886751175	0.955466866493225	0.0899999886751175	-8.94069762669147E-10	0.0899999886751175	-9.04888941555271E-10	0.0899999886751175	7.65869867525026E-10	0.0899999886751175	0	0.0899999886751175	0	0.0899999886751175	0	0.0899999886751175	1.03856589994678E-9	0.0899999886751175	0	0.0899999886751175	-3.17891424295169E-9	0.0899999886751175	0
