X	1 - ANGL    30[GEN 10      11.000]1 : NE	X	2 - ANGL    31[GEN 2       11.000]1 : NE	X	3 - ANGL    32[GEN 3       11.000]1 : NE	X	4 - ANGL    33[GEN 4       11.000]1 : NE	X	5 - ANGL    34[GEN 5       11.000]1 : NE	X	6 - ANGL    35[GEN 6       11.000]1 : NE	X	7 - ANGL    36[GEN 7       11.000]1 : NE	X	8 - ANGL    37[GEN 8       11.000]1 : NE	X	9 - ANGL    38[GEN 9       11.000]1 : NE	X	10 - ANGL    38[GEN 9       11.000]2 : NE	X	11 - ANGL    39[GEN 1       230.00]1 : NE
0	-0.212356194853783	0	13.7226657867432	0	17.9391555786133	0	16.2557582855225	0	24.1558513641357	0	17.4811363220215	0	31.6724376678467	0	15.3106851577759	0	26.576473236084	0	27.317174911499	0	-7.95109844207764
0.00100000004749745	-0.212356194853783	0.00100000004749745	13.7226657867432	0.00100000004749745	17.9391555786133	0.00100000004749745	16.2557582855225	0.00100000004749745	24.1558513641357	0.00100000004749745	17.4811363220215	0.00100000004749745	31.6724376678467	0.00100000004749745	15.3106851577759	0.00100000004749745	26.576473236084	0.00100000004749745	27.317174911499	0.00100000004749745	-7.95109844207764
0.0020000000949949	-0.212356194853783	0.0020000000949949	13.7226657867432	0.0020000000949949	17.9391555786133	0.0020000000949949	16.2557582855225	0.0020000000949949	24.1558513641357	0.0020000000949949	17.4811363220215	0.0020000000949949	31.6724376678467	0.0020000000949949	15.3106851577759	0.0020000000949949	26.576473236084	0.0020000000949949	27.317174911499	0.0020000000949949	-7.95109844207764
0.00300000002607703	-0.212356194853783	0.00300000002607703	13.7226657867432	0.00300000002607703	17.9391555786133	0.00300000002607703	16.2557582855225	0.00300000002607703	24.1558513641357	0.00300000002607703	17.4811363220215	0.00300000002607703	31.6724376678467	0.00300000002607703	15.3106851577759	0.00300000002607703	26.576473236084	0.00300000002607703	27.317174911499	0.00300000002607703	-7.95109844207764
0.00400000018998981	-0.212356194853783	0.00400000018998981	13.7226657867432	0.00400000018998981	17.9391555786133	0.00400000018998981	16.2557582855225	0.00400000018998981	24.1558513641357	0.00400000018998981	17.4811363220215	0.00400000018998981	31.6724376678467	0.00400000018998981	15.3106851577759	0.00400000018998981	26.576473236084	0.00400000018998981	27.317174911499	0.00400000018998981	-7.95109844207764
0.00500000035390258	-0.212356194853783	0.00500000035390258	13.7226657867432	0.00500000035390258	17.9391555786133	0.00500000035390258	16.2557582855225	0.00500000035390258	24.1558513641357	0.00500000035390258	17.4811363220215	0.00500000035390258	31.6724376678467	0.00500000035390258	15.3106851577759	0.00500000035390258	26.576473236084	0.00500000035390258	27.317174911499	0.00500000035390258	-7.95109844207764
0.00600000051781535	-0.212356194853783	0.00600000051781535	13.7226657867432	0.00600000051781535	17.9391555786133	0.00600000051781535	16.2557582855225	0.00600000051781535	24.1558513641357	0.00600000051781535	17.4811363220215	0.00600000051781535	31.6724376678467	0.00600000051781535	15.3106851577759	0.00600000051781535	26.576473236084	0.00600000051781535	27.317174911499	0.00600000051781535	-7.95109844207764
0.00700000068172812	-0.212356194853783	0.00700000068172812	13.7226657867432	0.00700000068172812	17.9391555786133	0.00700000068172812	16.2557582855225	0.00700000068172812	24.1558513641357	0.00700000068172812	17.4811363220215	0.00700000068172812	31.6724376678467	0.00700000068172812	15.3106851577759	0.00700000068172812	26.576473236084	0.00700000068172812	27.317174911499	0.00700000068172812	-7.95109844207764
0.00800000037997961	-0.212356194853783	0.00800000037997961	13.7226657867432	0.00800000037997961	17.9391555786133	0.00800000037997961	16.2557582855225	0.00800000037997961	24.1558513641357	0.00800000037997961	17.4811363220215	0.00800000037997961	31.6724376678467	0.00800000037997961	15.3106851577759	0.00800000037997961	26.576473236084	0.00800000037997961	27.317174911499	0.00800000037997961	-7.95109844207764
0.00900000054389238	-0.212356194853783	0.00900000054389238	13.7226657867432	0.00900000054389238	17.9391555786133	0.00900000054389238	16.2557582855225	0.00900000054389238	24.1558513641357	0.00900000054389238	17.4811363220215	0.00900000054389238	31.6724376678467	0.00900000054389238	15.3106851577759	0.00900000054389238	26.576473236084	0.00900000054389238	27.317174911499	0.00900000054389238	-7.95109844207764
0.0100000007078052	-0.212356194853783	0.0100000007078052	13.7226657867432	0.0100000007078052	17.9391555786133	0.0100000007078052	16.2557582855225	0.0100000007078052	24.1558513641357	0.0100000007078052	17.4811363220215	0.0100000007078052	31.6724376678467	0.0100000007078052	15.3106851577759	0.0100000007078052	26.576473236084	0.0100000007078052	27.317174911499	0.0100000007078052	-7.95109844207764
0.0110000008717179	-0.212356194853783	0.0110000008717179	13.7226657867432	0.0110000008717179	17.9391555786133	0.0110000008717179	16.2557582855225	0.0110000008717179	24.1558513641357	0.0110000008717179	17.4811363220215	0.0110000008717179	31.6724376678467	0.0110000008717179	15.3106851577759	0.0110000008717179	26.576473236084	0.0110000008717179	27.317174911499	0.0110000008717179	-7.95109844207764
0.0120000010356307	-0.212356194853783	0.0120000010356307	13.7226657867432	0.0120000010356307	17.9391555786133	0.0120000010356307	16.2557582855225	0.0120000010356307	24.1558513641357	0.0120000010356307	17.4811363220215	0.0120000010356307	31.6724376678467	0.0120000010356307	15.3106851577759	0.0120000010356307	26.576473236084	0.0120000010356307	27.317174911499	0.0120000010356307	-7.95109844207764
0.0130000011995435	-0.212356194853783	0.0130000011995435	13.7226657867432	0.0130000011995435	17.9391555786133	0.0130000011995435	16.2557582855225	0.0130000011995435	24.1558513641357	0.0130000011995435	17.4811363220215	0.0130000011995435	31.6724376678467	0.0130000011995435	15.3106851577759	0.0130000011995435	26.576473236084	0.0130000011995435	27.317174911499	0.0130000011995435	-7.95109844207764
0.0140000013634562	-0.212356194853783	0.0140000013634562	13.7226657867432	0.0140000013634562	17.9391555786133	0.0140000013634562	16.2557582855225	0.0140000013634562	24.1558513641357	0.0140000013634562	17.4811363220215	0.0140000013634562	31.6724376678467	0.0140000013634562	15.3106851577759	0.0140000013634562	26.576473236084	0.0140000013634562	27.317174911499	0.0140000013634562	-7.95109844207764
0.015000001527369	-0.212356194853783	0.015000001527369	13.7226657867432	0.015000001527369	17.9391555786133	0.015000001527369	16.2557582855225	0.015000001527369	24.1558513641357	0.015000001527369	17.4811363220215	0.015000001527369	31.6724376678467	0.015000001527369	15.3106851577759	0.015000001527369	26.576473236084	0.015000001527369	27.317174911499	0.015000001527369	-7.95109844207764
0.0160000007599592	-0.212356194853783	0.0160000007599592	13.7226657867432	0.0160000007599592	17.9391555786133	0.0160000007599592	16.2557582855225	0.0160000007599592	24.1558513641357	0.0160000007599592	17.4811363220215	0.0160000007599592	31.6724376678467	0.0160000007599592	15.3106851577759	0.0160000007599592	26.576473236084	0.0160000007599592	27.317174911499	0.0160000007599592	-7.95109844207764
